
╭────────┬─────────┬────────────────┬────────────────────────────┬────────────────────────────┬──────────────┬─────────────╮
│   id   │ country │     state      │            city            │           native           │     lon      │     lat     │
│ 159662 │ China   │ Inner Mongolia │ Shiguai                    │ 石怪                       │  110.2892742 │  40.7601279 │
│  20203 │ China   │ Inner Mongolia │ Ulanhot                    │ 乌兰浩特                   │    122.08333 │    46.08333 │
│ 159734 │ China   │ Inner Mongolia │ Ulanhot                    │ 乌兰浩特                   │  122.0873444 │  46.0698111 │
│  20231 │ China   │ Inner Mongolia │ Wuda                       │ 乌达                       │    106.71167 │    39.49944 │
│ 159670 │ China   │ Inner Mongolia │ Wuda                       │ 武大                       │  106.7225139 │  39.5021993 │
│  20336 │ China   │ Inner Mongolia │ Yakeshi                    │ 牙克石                     │    120.73333 │    49.28333 │
│ 159710 │ China   │ Inner Mongolia │ Yakeshi                    │ 牙克石                     │   121.278069 │   49.321229 │
│  19592 │ China   │ Jiangsu        │ Haizhou                    │ 海州                       │ 119.16126173 │ 34.57300501 │
│ 158403 │ China   │ Jiangsu        │ Haizhou                    │ 海                         │  119.1579052 │  34.5723543 │
│  19734 │ China   │ Jiangsu        │ Jingjiang                  │ 靖江                       │ 120.27557629 │ 32.01827432 │
│ 158440 │ China   │ Jiangsu        │ Jingjiang                  │ 靖江                       │  120.2725083 │  31.9861352 │
│  19513 │ China   │ Jiangxi        │ Fenyi                      │ 分宜                       │    114.66805 │    27.81117 │
│ 158480 │ China   │ Jiangxi        │ Fenyi                      │ 分宜                       │  114.6433977 │   27.841374 │
│  19574 │ China   │ Jiangxi        │ Guixi                      │ 贵溪                       │    117.21329 │    28.28857 │
│ 158484 │ China   │ Jiangxi        │ Guixi                      │ 贵溪                       │  117.2209467 │   28.175822 │
│  19988 │ China   │ Jiangxi        │ Poyang                     │ 鄱阳湖                     │    116.66754 │    28.99242 │
│ 158547 │ China   │ Jiangxi        │ Poyang                     │ 鄱阳                       │  116.8206876 │  29.2433823 │
│  19369 │ China   │ Jilin          │ Changling                  │ 长岭                       │    124.00045 │    44.26532 │
│ 158595 │ China   │ Jilin          │ Changling                  │ 长灵                       │  123.5873275 │  44.3437501 │
│  19381 │ China   │ Jilin          │ Chaoyang                   │ 朝阳                       │     126.0263 │    42.66223 │
│ 158553 │ China   │ Jilin          │ Chaoyang                   │ 朝阳                       │  125.3061704 │  43.6773148 │
│  19447 │ China   │ Jilin          │ Dehui                      │ 德惠                       │        125.7 │    44.53333 │
│ 158560 │ China   │ Jilin          │ Dehui                      │ 德惠                       │  125.6954363 │  44.5350141 │
│  19466 │ China   │ Jilin          │ Dongfeng                   │ 东风                       │    125.51176 │    42.64031 │
│ 158578 │ China   │ Jilin          │ Dongfeng                   │ 东风                       │  125.6241261 │   42.764474 │
│  19485 │ China   │ Jilin          │ Dunhua                     │ 敦化                       │     128.2425 │     43.3725 │
│ 158606 │ China   │ Jilin          │ Dunhua                     │ 敦化                       │  128.2267987 │  43.3686205 │
│  19493 │ China   │ Jilin          │ Erdaojiang                 │ 二道江                     │    126.03194 │    41.77639 │
│ 158581 │ China   │ Jilin          │ Erdaojiang                 │ 二道江                     │   126.036665 │  41.7714441 │
│  19529 │ China   │ Jilin          │ Fuyu                       │ 扶余                       │    124.81667 │    45.18333 │
│ 158597 │ China   │ Jilin          │ Fuyu                       │ 芙玉                       │   126.040412 │  44.9863602 │
│  19557 │ China   │ Jilin          │ Gongzhuling                │ 公主岭                     │    124.81979 │    43.50075 │
│ 158561 │ China   │ Jilin          │ Gongzhuling                │ 公主岭                     │  124.7656749 │  43.7703784 │
│  19612 │ China   │ Jilin          │ Helong                     │ 贺龙                       │    128.99722 │    42.53974 │
│ 158609 │ China   │ Jilin          │ Helong                     │ 鹤龙                       │  129.0043408 │  42.5437508 │
│  19634 │ China   │ Jilin          │ Huadian                    │ 华电                       │    126.74778 │    42.96333 │
│ 158568 │ China   │ Jilin          │ Huadian                    │ 华电                       │      126.975 │   43.106389 │
│  19674 │ China   │ Jilin          │ Huinan                     │ 惠南                       │    126.26139 │     42.6225 │
│ 158583 │ China   │ Jilin          │ Huinan                     │ 惠南                       │      126.345 │   42.529167 │
│  19682 │ China   │ Jilin          │ Hunchun                    │ 珲春                       │    130.35806 │     42.8675 │
│ 158607 │ China   │ Jilin          │ Hunchun                    │ 珲春                       │   130.355943 │   42.865321 │
│  19759 │ China   │ Jilin          │ Jiutai                     │ 九台                       │    125.83278 │     44.1525 │
│ 158557 │ China   │ Jilin          │ Jiutai                     │ 九台                       │  125.8387384 │  44.1523236 │
│  19845 │ China   │ Jilin          │ Linjiang                   │ 临江                       │    126.90778 │    41.80694 │
│ 158592 │ China   │ Jilin          │ Linjiang                   │ 临江                       │  126.9128334 │  41.8092486 │
│  19857 │ China   │ Jilin          │ Lishu                      │ 隶书                       │    124.32778 │    43.30472 │
│ 158573 │ China   │ Jilin          │ Lishu                      │ 隶书                       │  124.3328923 │  43.4872711 │
│  19860 │ China   │ Jilin          │ Liuhe                      │ 六合                       │    125.71717 │    42.24007 │
│ 158584 │ China   │ Jilin          │ Liuhe                      │ 刘和                       │   125.895556 │   42.187778 │
│  19868 │ China   │ Jilin          │ Longjing                   │ 龙井                       │    129.42333 │    42.77139 │
│ 158608 │ China   │ Jilin          │ Longjing                   │ 龙井                       │  129.4205702 │    42.76411 │
│  19910 │ China   │ Jilin          │ Meihekou                   │ 梅河口                     │    125.67528 │    42.52722 │
│ 158585 │ China   │ Jilin          │ Meihekou                   │ 梅河口                     │  125.7838796 │  42.5668595 │
│  19974 │ China   │ Jilin          │ Panshi                     │ 盘石                       │    126.05611 │    42.94222 │
│ 158570 │ China   │ Jilin          │ Panshi                     │ 盘石                       │   126.148056 │   43.070278 │
│  20119 │ China   │ Jilin          │ Shuangyang                 │ 双阳                       │    125.67361 │    43.52417 │
│ 158556 │ China   │ Jilin          │ Shuangyang                 │ 双阳                       │  125.6578299 │  43.5226173 │
│  20125 │ China   │ Jilin          │ Shulan                     │ 舒兰                       │       126.95 │    44.41667 │
│ 158569 │ China   │ Jilin          │ Shulan                     │ 舒兰                       │   127.171944 │   44.299444 │
│  20190 │ China   │ Jilin          │ Tonghua                    │ 通化                       │   125.848333 │   42.123889 │
│  20191 │ China   │ Jilin          │ Tonghua                    │ 通化市                     │    125.84833 │    42.12389 │
│  20198 │ China   │ Jilin          │ Tumen                      │ 图们                       │     129.8425 │    42.96611 │
│ 158605 │ China   │ Jilin          │ Tumen                      │ 图门                       │  129.8365626 │  42.9653277 │
│  20208 │ China   │ Jilin          │ Wangqing                   │ 汪清                       │    129.76342 │    43.32179 │
│ 158610 │ China   │ Jilin          │ Wangqing                   │ 汪清                       │  129.7608195 │  43.3129168 │
│  20350 │ China   │ Jilin          │ Yanji                      │ 延吉                       │    129.50778 │     42.9075 │
│ 158604 │ China   │ Jilin          │ Yanji                      │ 延吉                       │  129.3755747 │  43.0718986 │
│  20406 │ China   │ Jilin          │ Yushu                      │ 玉树                       │    126.53333 │        44.8 │
│ 158559 │ China   │ Jilin          │ Yushu                      │ 玉树                       │  126.5271463 │  44.8381222 │
│  20442 │ China   │ Jilin          │ Zhenlai                    │ 镇来                       │     123.2973 │    45.84955 │
│ 158599 │ China   │ Jilin          │ Zhenlai                    │ 镇来                       │  123.5476426 │   45.964565 │
│  19333 │ China   │ Liaoning       │ Beipiao                    │ 北票                       │    120.77917 │    41.79194 │
│ 158703 │ China   │ Liaoning       │ Beipiao                    │ 北票                       │  120.7655332 │  41.8000713 │
│  19377 │ China   │ Liaoning       │ Changtu                    │ 昌图                       │    124.09545 │    42.77884 │
│ 158695 │ China   │ Liaoning       │ Changtu                    │ 昌土                       │  123.9492812 │  42.9783501 │
│  19433 │ China   │ Liaoning       │ Dashiqiao                  │ 大石桥                     │    122.50251 │    40.63732 │
│ 158672 │ China   │ Liaoning       │ Dashiqiao                  │ 大石桥                     │  122.5042794 │  40.6348183 │
│  19504 │ China   │ Liaoning       │ Fengcheng                  │ 凤城                       │    124.07167 │    40.45361 │
│ 158659 │ China   │ Liaoning       │ Fengcheng                  │ 凤城                       │  124.0637454 │  40.4500763 │
│  19533 │ China   │ Liaoning       │ Gaizhou                    │ 盖州                       │    122.36861 │    40.39417 │
│ 158671 │ China   │ Liaoning       │ Gaizhou                    │ 盖                         │  122.4780049 │  40.2134907 │
│  19556 │ China   │ Liaoning       │ Gongchangling              │ 弓长岭                     │       123.45 │    41.11667 │
│ 158683 │ China   │ Liaoning       │ Gongchangling              │ 弓长岭                     │  123.4304534 │  41.1514514 │
│  19583 │ China   │ Liaoning       │ Haicheng                   │ 海城                       │    122.74754 │    40.85158 │
│ 158640 │ China   │ Liaoning       │ Haicheng                   │ 海城                       │  122.7477959 │  40.8522995 │
│  19611 │ China   │ Liaoning       │ Heishan                    │ 黑山                       │    122.11278 │    41.68917 │
│ 158663 │ China   │ Liaoning       │ Heishan                    │ 黑山                       │  122.1872868 │  41.7915734 │
│  19664 │ China   │ Liaoning       │ Huanren                    │ 焕仁                       │    125.36667 │    41.26472 │
│ 158653 │ China   │ Liaoning       │ Huanren                    │ 焕仁                       │  125.3487306 │  41.2681066 │
│  19678 │ China   │ Liaoning       │ Huludao                    │ 葫芦岛                     │  120.8404789 │  40.7515443 │
│  19679 │ China   │ Liaoning       │ Huludao                    │ 葫芦岛市                   │    120.21972 │    40.74528 │
│  19771 │ China   │ Liaoning       │ Kaiyuan                    │ 开元                       │    124.04028 │    42.53306 │
│ 158697 │ China   │ Liaoning       │ Kaiyuan                    │ 开元                       │   124.245093 │  42.4067626 │
│  19781 │ China   │ Liaoning       │ Kuandian                   │ 宽甸                       │    124.78472 │    40.72861 │
│ 158657 │ China   │ Liaoning       │ Kuandian                   │ 宽店                       │  124.9463526 │   40.684039 │
│  19823 │ China   │ Liaoning       │ Lianshan                   │ 连山                       │    120.85327 │    40.76432 │
│ 158705 │ China   │ Liaoning       │ Lianshan                   │ 连山                       │  120.6240121 │  40.8738239 │
│  19831 │ China   │ Liaoning       │ Liaozhong                  │ 辽中                       │    122.72417 │    41.50611 │
│ 158621 │ China   │ Liaoning       │ Liaozhong                  │ 辽中                       │   122.781741 │  41.5458872 │
│  19842 │ China   │ Liaoning       │ Linghai                    │ 凌海                       │    121.36667 │    41.16528 │
│ 158665 │ China   │ Liaoning       │ Linghai                    │ 凌海                       │   121.355281 │  41.1676142 │
│  19843 │ China   │ Liaoning       │ Lingyuan                   │ 凌源                       │    119.40111 │       41.24 │
│ 158704 │ China   │ Liaoning       │ Lingyuan                   │ 凌源                       │  119.2695639 │  40.9718381 │
│  19946 │ China   │ Liaoning       │ Nanpiao                    │ 南票                       │    120.74792 │    41.09822 │
│ 158707 │ China   │ Liaoning       │ Nanpiao                    │ 南票                       │  120.7689143 │    41.03626 │
│  19973 │ China   │ Liaoning       │ Panshan                    │ 盘山                       │    122.04944 │    41.18806 │
│ 158690 │ China   │ Liaoning       │ Panshan                    │ 盘山                       │  121.9942467 │  41.2416751 │
│  19994 │ China   │ Liaoning       │ Pulandian                  │ 普兰店                     │    121.96694 │    39.39528 │
│ 158631 │ China   │ Liaoning       │ Pulandian                  │ 普兰迪安                   │  121.9678453 │  39.4035058 │
│  20146 │ China   │ Liaoning       │ Sujiatun                   │ 苏家屯                     │    123.33917 │    41.65917 │
│ 158617 │ China   │ Liaoning       │ Sujiatun                   │ 苏家屯                     │  123.3379327 │  41.6626981 │
│  20183 │ China   │ Liaoning       │ Tieling                    │ 铁岭                       │  124.2858328 │  42.6345121 │
│  20184 │ China   │ Liaoning       │ Tieling                    │ 铁岭市                     │    124.32361 │    42.62583 │
│  20206 │ China   │ Liaoning       │ Wafangdian                 │ 瓦房店                     │    122.00806 │    39.61833 │
│ 158633 │ China   │ Liaoning       │ Wafangdian                 │ 瓦房店                     │   122.005039 │  39.6236752 │
│  20281 │ China   │ Liaoning       │ Xifeng                     │ 西凤                       │    124.72222 │    42.73722 │
│ 158694 │ China   │ Liaoning       │ Xifeng                     │ 西凤                       │  124.7026314 │  42.7482794 │
│  20293 │ China   │ Liaoning       │ Xingcheng                  │ 兴城                       │    120.71667 │    40.61667 │
│ 158710 │ China   │ Liaoning       │ Xingcheng                  │ 兴城                       │  120.4793038 │  40.5621218 │
│  20302 │ China   │ Liaoning       │ Xinmin                     │ 新民                       │    122.82528 │    41.99083 │
│ 158624 │ China   │ Liaoning       │ Xinmin                     │ 新民                       │  122.8233066 │  41.9939546 │
│  20324 │ China   │ Liaoning       │ Xiuyan                     │ 岫岩                       │    123.27444 │    40.29278 │
│ 158639 │ China   │ Liaoning       │ Xiuyan                     │ 岫岩                       │  123.2759154 │  40.2877445 │
│  20464 │ China   │ Liaoning       │ Zhuanghe                   │ 庄河                       │    122.99111 │    39.70083 │
│ 158634 │ China   │ Liaoning       │ Zhuanghe                   │ 庄河                       │  122.9708389 │  39.6972967 │
│  19438 │ China   │ Ningxia        │ Dawukou                    │ 大武口                     │    106.39583 │    39.04194 │
│ 159839 │ China   │ Ningxia        │ Dawukou                    │ 大吾口                     │  106.3630325 │  39.0186857 │
│  19448 │ China   │ Qinghai        │ Delingha                   │ 德令哈                     │     97.37457 │      37.376 │
│ 158757 │ China   │ Qinghai        │ Delingha                   │ 德林哈                     │     97.36011 │  37.3690819 │
│  19595 │ China   │ Shaanxi        │ Hancheng                   │ 韩城                       │    110.42917 │    35.46028 │
│ 158818 │ China   │ Shaanxi        │ Hancheng                   │ 韩城                       │   110.361389 │   35.575278 │
│  19667 │ China   │ Shaanxi        │ Huayin                     │ 华阴                       │    110.06639 │    34.56528 │
│ 158819 │ China   │ Shaanxi        │ Huayin                     │ 华音                       │  110.0920915 │  34.5675163 │
│  19852 │ China   │ Shaanxi        │ Lintong                    │ 临潼                       │    109.20892 │    34.37803 │
│ 158772 │ China   │ Shaanxi        │ Lintong                    │ 林桐                       │  109.2092937 │  34.3684448 │
│  20352 │ China   │ Shaanxi        │ Yanliang                   │ 炎良                       │    109.22921 │    34.65918 │
│ 158771 │ China   │ Shaanxi        │ Yanliang                   │ 炎良                       │  109.2245785 │  34.6696781 │
│  19286 │ China   │ Shandong       │ Anqiu                      │ 安丘                       │     119.1925 │    36.43417 │
│ 158937 │ China   │ Shandong       │ Anqiu                      │ 安丘                       │  119.2129818 │  36.4794705 │
│  19348 │ China   │ Shandong       │ Boshan                     │ 博山                       │    117.83333 │    36.48333 │
│ 158900 │ China   │ Shandong       │ Boshan                     │ 博山                       │  117.8567023 │   36.494716 │
│  19372 │ China   │ Shandong       │ Changqing                  │ 长庆                       │    116.72722 │     36.5575 │
│ 158881 │ China   │ Shandong       │ Changqing                  │ 长庆                       │  116.7464153 │  36.5539604 │
│  19395 │ China   │ Shandong       │ Chengyang                  │ 程阳                       │    118.83278 │    35.57944 │
│ 158893 │ China   │ Shandong       │ Chengyang                  │ 程阳                       │  120.3913784 │  36.3042163 │
│  19458 │ China   │ Shandong       │ Dingtao                    │ 定陶                       │    115.56582 │    35.07436 │
│ 159004 │ China   │ Shandong       │ Dingtao                    │ 定陶                       │   115.565062 │  35.0758996 │
│  19501 │ China   │ Shandong       │ Feicheng                   │ 肥城                       │    116.76583 │    36.24861 │
│ 158957 │ China   │ Shandong       │ Feicheng                   │ 肥城                       │  116.7653466 │  36.1841443 │
│  19541 │ China   │ Shandong       │ Gaomi                      │ 高密                       │    119.75278 │    36.38333 │
│ 158938 │ China   │ Shandong       │ Gaomi                      │ 高密                       │  119.8005385 │  36.3654065 │
│  19599 │ China   │ Shandong       │ Hanting                    │ 汉庭                       │    119.21083 │    36.77083 │
│ 158929 │ China   │ Shandong       │ Hanting                    │ 汉庭                       │  119.2054018 │  36.7553782 │
│  19711 │ China   │ Shandong       │ Jiaozhou                   │ 胶州                       │    120.00333 │    36.28389 │
│ 158895 │ China   │ Shandong       │ Jiaozhou                   │ 胶                         │  120.0284928 │  36.2640866 │
│  19726 │ China   │ Shandong       │ Jimo                       │ 即墨                       │    120.46222 │    36.38972 │
│ 158894 │ China   │ Shandong       │ Jimo                       │ 吉莫                       │  120.5348775 │  36.4083982 │
│  19765 │ China   │ Shandong       │ Juye                       │ 巨野                       │    116.08833 │    35.39472 │
│ 159008 │ China   │ Shandong       │ Juye                       │ 朱耶                       │   116.056912 │  35.3887802 │
│  19791 │ China   │ Shandong       │ Laixi                      │ 莱西                       │    120.52694 │    36.85917 │
│ 158897 │ China   │ Shandong       │ Laixi                      │ 莱西                       │  120.5158492 │  36.8618279 │
│  19792 │ China   │ Shandong       │ Laiyang                    │ 莱阳                       │    120.71361 │    36.97583 │
│ 158923 │ China   │ Shandong       │ Laiyang                    │ 莱阳                       │  120.7068644 │  36.9786591 │
│  19793 │ China   │ Shandong       │ Laizhou                    │ 莱州                       │    119.94217 │    37.18073 │
│ 158924 │ China   │ Shandong       │ Laizhou                    │ 莱                         │  119.9370943 │  37.1773133 │
│  19850 │ China   │ Shandong       │ Linqu                      │ 临朐                       │    118.53972 │    36.51556 │
│ 158932 │ China   │ Shandong       │ Linqu                      │ 临朐                       │  118.5384882 │  36.5156772 │
│  19915 │ China   │ Shandong       │ Mengyin                    │ 蒙阴                       │    117.92639 │    35.70694 │
│ 158975 │ China   │ Shandong       │ Mengyin                    │ 蒙阴                       │  117.9462238 │  35.7200664 │
│  19963 │ China   │ Shandong       │ Ningyang                   │ 宁阳                       │    116.79139 │    35.76417 │
│ 158954 │ China   │ Shandong       │ Ningyang                   │ 宁阳                       │   116.800091 │  35.7591944 │
│  19978 │ China   │ Shandong       │ Pingdu                     │ 平度                       │    119.94639 │    36.78444 │
│ 158896 │ China   │ Shandong       │ Pingdu                     │ 平度                       │  119.9648885 │  36.7534005 │
│  19984 │ China   │ Shandong       │ Pingyi                     │ 平邑                       │    117.63083 │    35.50056 │
│ 158973 │ China   │ Shandong       │ Pingyi                     │ 平宜                       │  117.6097303 │  35.5177818 │
│  19985 │ China   │ Shandong       │ Pingyin                    │ 平阴                       │    116.44528 │    36.28306 │
│ 158886 │ China   │ Shandong       │ Pingyin                    │ 平阴                       │  116.4503206 │  36.2894384 │
│  20028 │ China   │ Shandong       │ Qingzhou                   │ 青州                       │    118.47972 │    36.69667 │
│ 158934 │ China   │ Shandong       │ Qingzhou                   │ 青                         │  118.4738118 │  36.6843271 │
│  20037 │ China   │ Shandong       │ Qufu                       │ 曲阜                       │    116.99111 │    35.59667 │
│ 158949 │ China   │ Shandong       │ Qufu                       │ 曲阜                       │   116.987543 │  35.5956915 │
│  20075 │ China   │ Shandong       │ Shanting                   │ 山亭                       │    117.45778 │    35.07528 │
│ 158909 │ China   │ Shandong       │ Shanting                   │ 山丁                       │  117.4551974 │  35.1005834 │
│  20112 │ China   │ Shandong       │ Shouguang                  │ 寿光                       │     118.7375 │       36.88 │
│ 158936 │ China   │ Shandong       │ Shouguang                  │ 寿光                       │  118.7322549 │  36.8762356 │
│  20131 │ China   │ Shandong       │ Sishui                     │ 泗水                       │    117.27583 │    35.64889 │
│ 158947 │ China   │ Shandong       │ Sishui                     │ 泗水                       │  117.2457433 │  35.6648659 │
│  20223 │ China   │ Shandong       │ Wenshang                   │ 汶上                       │    116.49611 │     35.7275 │
│ 158946 │ China   │ Shandong       │ Wenshang                   │ 汶上                       │  116.4914646 │  35.7115565 │
│  20306 │ China   │ Shandong       │ Xintai                     │ 新泰                       │    117.75194 │    35.90056 │
│ 158956 │ China   │ Shandong       │ Xintai                     │ 新泰                       │  117.7620286 │  35.9094557 │
│  20342 │ China   │ Shandong       │ Yanggu                     │ 阳谷                       │    115.77528 │    36.11056 │
│ 158990 │ China   │ Shandong       │ Yanggu                     │ 阳谷                       │  115.7857865 │  36.1142991 │
│  20359 │ China   │ Shandong       │ Yanzhou                    │ 兖州                       │    116.82861 │    35.55278 │
│ 158941 │ China   │ Shandong       │ Yanzhou                    │ 兖                         │  116.7780517 │  35.5520437 │
│  20382 │ China   │ Shandong       │ Yishui                     │ 沂水                       │    118.62806 │    35.78472 │
│ 158970 │ China   │ Shandong       │ Yishui                     │ 沂水                       │  118.6227646 │  35.7911764 │
│  20393 │ China   │ Shandong       │ Yucheng                    │ 禹城                       │    116.46528 │    34.92889 │
│ 158987 │ China   │ Shandong       │ Yucheng                    │ 宇城                       │  116.6329789 │   36.933782 │
│  20435 │ China   │ Shandong       │ Zhaoyuan                   │ 招远                       │    120.40997 │    37.36497 │
│ 158925 │ China   │ Shandong       │ Zhaoyuan                   │ 招远                       │  120.4281727 │  37.3538319 │
│  20459 │ China   │ Shandong       │ Zhoucun                    │ 周村                       │    117.81667 │    36.81667 │
│ 158902 │ China   │ Shandong       │ Zhoucun                    │ 周村                       │  117.8639989 │  36.8029113 │
│  20481 │ China   │ Shandong       │ Zoucheng                   │ 邹城                       │    116.96556 │    35.40056 │
│ 158950 │ China   │ Shandong       │ Zoucheng                   │ 邹城                       │  117.0017252 │   35.403211 │
│  19436 │ China   │ Shanxi         │ Datong                     │ 大同                       │  113.2951122 │  40.0919817 │
│  19437 │ China   │ Shanxi         │ Datong                     │ 大同市                     │    113.63334 │    40.10484 │
│  19722 │ China   │ Shanxi         │ Jiexiu                     │ 介休                       │     111.9125 │    37.02444 │
│ 159070 │ China   │ Shanxi         │ Jiexiu                     │ 介休                       │   112.001713 │   37.031378 │
│  20391 │ China   │ Shanxi         │ Yuanping                   │ 原平                       │     112.7575 │    38.71528 │
│ 159097 │ China   │ Shanxi         │ Yuanping                   │ 原平                       │  112.6994958 │  38.7308094 │
│  20394 │ China   │ Shanxi         │ Yuci                       │ 榆次                       │    112.73194 │    37.68028 │
│ 159060 │ China   │ Shanxi         │ Yuci                       │ 榆次                       │   112.846727 │   37.617838 │
│  19543 │ China   │ Sichuan        │ Gaoping                    │ 高平                       │    106.10294 │    30.77576 │
│ 159209 │ China   │ Sichuan        │ Gaoping                    │ 高平                       │  106.2581565 │  30.7956272 │
│  19704 │ China   │ Sichuan        │ Jiangyou                   │ 江油                       │    104.71667 │    31.76667 │
│ 159180 │ China   │ Sichuan        │ Jiangyou                   │ 江油                       │  104.9347205 │  31.9525495 │
│  19772 │ China   │ Sichuan        │ Kangding                   │ 康定                       │     101.9569 │    30.00222 │
│ 159279 │ China   │ Sichuan        │ Kangding                   │ 康定                       │  101.9545581 │  30.0002558 │
│  19798 │ China   │ Sichuan        │ Langzhong                  │ 阆中                       │    105.99381 │    31.55037 │
│ 159216 │ China   │ Sichuan        │ Langzhong                  │ 浪中                       │  106.0812814 │  31.5899565 │
│  20187 │ China   │ Sichuan        │ Tongchuan                  │ 铜川                       │    105.08731 │    31.09407 │
│ 159240 │ China   │ Sichuan        │ Tongchuan                  │ 铜川                       │   107.446975 │  31.3606738 │
│  20280 │ China   │ Sichuan        │ Xichang                    │ 西昌                       │    102.26341 │    27.89642 │
│ 159297 │ China   │ Sichuan        │ Xichang                    │ 西昌                       │   102.124224 │  27.8458993 │
│  20351 │ China   │ Sichuan        │ Yanjiang                   │ 沿江                       │    104.64811 │    30.12108 │
│ 159262 │ China   │ Sichuan        │ Yanjiang                   │ 沿江                       │  104.7669969 │  30.0999907 │
│  20392 │ China   │ Sichuan        │ Yucheng                    │ 禹城                       │      102.999 │    29.98521 │
│ 159248 │ China   │ Sichuan        │ Yucheng                    │ 宇城                       │  102.9941955 │  29.9883761 │
│  19354 │ China   │ Tibet          │ Burang                     │ 普兰                       │     81.17511 │    30.29559 │
│ 159825 │ China   │ Tibet          │ Burang                     │ 布朗                       │   81.3456026 │   30.629075 │
│  20003 │ China   │ Tibet          │ Qamdo                      │ 昌都                       │   97.1712342 │  31.1434873 │
│  20004 │ China   │ Tibet          │ Qamdo                      │ 昌都市                     │     97.22304 │     31.5837 │
│  20049 │ China   │ Tibet          │ Saga                       │ 佐贺                       │     85.22601 │    29.32367 │
│ 159782 │ China   │ Tibet          │ Saga                       │ 传奇                       │   85.2311223 │  29.3329617 │
│  19274 │ China   │ Xinjiang       │ Aksu                       │ 阿克苏                     │   80.2582136 │  41.1677575 │
│  19275 │ China   │ Xinjiang       │ Aksu                       │ 阿克苏地区                 │     81.84629 │    40.55689 │
│  19276 │ China   │ Xinjiang       │ Altay                      │ 阿勒泰                     │   88.4341751 │  47.1001782 │
│  19277 │ China   │ Xinjiang       │ Altay                      │ 阿勒泰地区                 │     88.11667 │    47.86667 │
│  19293 │ China   │ Xinjiang       │ Aral                       │ 阿拉尔                     │     81.26566 │    40.54184 │
│ 159961 │ China   │ Xinjiang       │ Aral                       │ 阿拉尔                     │   81.2770789 │  40.5421865 │
│  19300 │ China   │ Xinjiang       │ Baijiantan                 │ 白剑潭                     │     85.13942 │    45.69298 │
│ 159866 │ China   │ Xinjiang       │ Baijiantan                 │ 白剑滩                     │    85.260773 │   45.634206 │
│  19365 │ China   │ Xinjiang       │ Changji                    │ 昌吉                       │   86.6870066 │  44.3478012 │
│  19366 │ China   │ Xinjiang       │ Changji                    │ 昌吉回族自治州             │     87.31667 │    44.01667 │
│  19519 │ China   │ Xinjiang       │ Fukang                     │ 福康                       │     87.97418 │    44.15874 │
│ 159875 │ China   │ Xinjiang       │ Fukang                     │ 福康                       │    88.275146 │   44.504341 │
│  19683 │ China   │ Xinjiang       │ Huocheng                   │ 霍城                       │     80.87173 │    44.05305 │
│ 159938 │ China   │ Xinjiang       │ Huocheng                   │ 霍城                       │   80.9801647 │  44.3037058 │
│  19773 │ China   │ Xinjiang       │ Karamay                    │ 克拉玛依                   │   84.8867252 │  45.5778068 │
│  19774 │ China   │ Xinjiang       │ Karamay                    │ 克拉玛依市                 │     84.91683 │    45.49989 │
│  19779 │ China   │ Xinjiang       │ Korla                      │ 库尔勒                     │     86.15231 │    41.76055 │
│ 159886 │ China   │ Xinjiang       │ Korla                      │ 科拉                       │    85.716234 │   41.673238 │
│  19786 │ China   │ Xinjiang       │ Kuqa                       │ 库车                       │     82.93064 │    41.71707 │
│ 159896 │ China   │ Xinjiang       │ Kuqa                       │ 库车                       │   83.4531594 │  41.8196873 │
│  19788 │ China   │ Xinjiang       │ Kuytun                     │ 奎屯                       │     84.90069 │    44.42707 │
│ 159934 │ China   │ Xinjiang       │ Kuytun                     │ 库伊顿                     │     85.01358 │   44.551335 │
│  20005 │ China   │ Xinjiang       │ Qapqal                     │ 察布查尔                   │     81.08722 │    43.80194 │
│ 159937 │ China   │ Xinjiang       │ Qapqal                     │ 卡普卡尔                   │   81.1974919 │  43.6205113 │
│  20059 │ China   │ Xinjiang       │ Shache                     │ 莎车                       │     77.24056 │    38.41667 │
│ 159915 │ China   │ Xinjiang       │ Shache                     │ 莎车                       │    77.033982 │  38.3446426 │
│  20093 │ China   │ Xinjiang       │ Shihezi                    │ 石河子                     │     86.03694 │     44.3023 │
│ 159960 │ China   │ Xinjiang       │ Shihezi                    │ 石河子                     │   86.0775574 │  44.3017013 │
│  20152 │ China   │ Xinjiang       │ Tacheng                    │ 塔城                       │   83.2079658 │  46.7907169 │
│  20153 │ China   │ Xinjiang       │ Tacheng                    │ 塔城市地区                 │        82.95 │       46.75 │
│  20200 │ China   │ Xinjiang       │ Turpan                     │ 吐鲁番                     │   89.7283163 │  42.4561611 │
│  20201 │ China   │ Xinjiang       │ Turpan                     │ 吐鲁番地区                 │     89.16667 │    42.93333 │
│  20314 │ China   │ Xinjiang       │ Xinyuan                    │ 鑫源                       │     83.24959 │    43.42649 │
│ 159940 │ China   │ Xinjiang       │ Xinyuan                    │ 新源                       │   83.6324476 │  43.3506314 │
│  19419 │ China   │ Yunnan         │ Dali                       │ 大理                       │  100.2651597 │  25.6074778 │
│  19420 │ China   │ Yunnan         │ Dali                       │ 大理白族自治州             │    100.13104 │    25.68548 │
│  19552 │ China   │ Yunnan         │ Gejiu                      │ 个旧                       │    103.15372 │    23.36085 │
